time,lat,lon,apcp
2022-01-27,37.51871,-121.6785,0.0
2022-01-27,37.51871,-121.6785,0.0
2022-01-27,37.57373,-121.3251,0.0
2022-01-27,37.57373,-121.3251,0.0
2022-01-27,37.79888,-121.749,0.0
2022-01-27,37.79888,-121.749,0.0
2022-01-27,37.85422,-121.394,0.0
2022-01-27,37.85422,-121.394,0.0
2022-01-27,37.90823,-121.0383,0.0
2022-01-27,37.90823,-121.0383,0.0
2022-01-28,37.01344,-121.1892,0.003568597
2022-01-28,37.01344,-121.1892,0.003568597
2022-01-28,37.18275,-121.9598,0.003568597
2022-01-28,37.18275,-121.9598,0.003568597
2022-01-28,37.23877,-121.6087,0.003568597
2022-01-28,37.23877,-121.6087,0.003568597
2022-01-28,37.29348,-121.2568,0.003568597
2022-01-28,37.29348,-121.2568,0.003568597
2022-01-28,37.51871,-121.6785,0.003568597
2022-01-28,37.51871,-121.6785,0.003568597
2022-01-28,37.57373,-121.3251,0.003568597
2022-01-28,37.57373,-121.3251,0.003568597
2022-01-28,37.79888,-121.749,0.003568597
2022-01-28,37.79888,-121.749,0.003568597
2022-01-28,37.85422,-121.394,0.003568597
2022-01-28,37.85422,-121.394,0.003568597
2022-01-28,37.90823,-121.0383,0.003568597
2022-01-28,37.90823,-121.0383,0.003568597
2022-01-29,37.01344,-121.1892,0.0
2022-01-29,37.01344,-121.1892,0.0
2022-01-29,37.18275,-121.9598,0.0
2022-01-29,37.18275,-121.9598,0.0
2022-01-29,37.23877,-121.6087,0.0
2022-01-29,37.23877,-121.6087,0.0
2022-01-29,37.29348,-121.2568,0.0
2022-01-29,37.29348,-121.2568,0.0
2022-01-29,37.51871,-121.6785,0.0
2022-01-29,37.51871,-121.6785,0.0
2022-01-29,37.57373,-121.3251,0.0
2022-01-29,37.57373,-121.3251,0.0
2022-01-29,37.79888,-121.749,0.0
2022-01-29,37.79888,-121.749,0.0
2022-01-29,37.85422,-121.394,0.0
2022-01-29,37.85422,-121.394,0.0
2022-01-29,37.90823,-121.0383,0.0
2022-01-29,37.90823,-121.0383,0.0
2022-01-30,37.01344,-121.1892,0.0
2022-01-30,37.01344,-121.1892,0.0
2022-01-30,37.18275,-121.9598,0.0
2022-01-30,37.18275,-121.9598,0.0
2022-01-30,37.23877,-121.6087,0.0
2022-01-30,37.23877,-121.6087,0.0
2022-01-30,37.29348,-121.2568,0.0
2022-01-30,37.29348,-121.2568,0.0
2022-01-30,37.51871,-121.6785,0.0
2022-01-30,37.51871,-121.6785,0.0
2022-01-30,37.57373,-121.3251,0.0
2022-01-30,37.57373,-121.3251,0.0
2022-01-30,37.79888,-121.749,0.0
2022-01-30,37.79888,-121.749,0.0
2022-01-30,37.85422,-121.394,0.0
2022-01-30,37.85422,-121.394,0.0
2022-01-30,37.90823,-121.0383,0.0
2022-01-30,37.90823,-121.0383,0.0
2022-01-31,37.01344,-121.1892,0.0
2022-01-31,37.01344,-121.1892,0.0
2022-01-31,37.18275,-121.9598,0.015625
2022-01-31,37.18275,-121.9598,0.015625
2022-01-31,37.23877,-121.6087,0.0078125
2022-01-31,37.23877,-121.6087,0.0078125
2022-01-31,37.29348,-121.2568,0.0
2022-01-31,37.29348,-121.2568,0.0
2022-01-31,37.51871,-121.6785,0.015625
2022-01-31,37.51871,-121.6785,0.015625
2022-01-31,37.57373,-121.3251,0.0078125
2022-01-31,37.57373,-121.3251,0.0078125
2022-01-31,37.79888,-121.749,0.015625
2022-01-31,37.79888,-121.749,0.015625
2022-01-31,37.85422,-121.394,0.0078125
2022-01-31,37.85422,-121.394,0.0078125
2022-01-31,37.90823,-121.0383,0.0078125
2022-01-31,37.90823,-121.0383,0.0078125
2022-02-01,37.01344,-121.1892,0.0
2022-02-01,37.01344,-121.1892,0.0
2022-02-01,37.18275,-121.9598,0.0
2022-02-01,37.18275,-121.9598,0.0
2022-02-01,37.23877,-121.6087,0.0
2022-02-01,37.23877,-121.6087,0.0
2022-02-01,37.29348,-121.2568,0.0
2022-02-01,37.29348,-121.2568,0.0
2022-02-01,37.51871,-121.6785,0.0
2022-02-01,37.51871,-121.6785,0.0
2022-02-01,37.57373,-121.3251,0.0
2022-02-01,37.57373,-121.3251,0.0
2022-02-01,37.79888,-121.749,0.0
2022-02-01,37.79888,-121.749,0.0
2022-02-01,37.85422,-121.394,0.0
2022-02-01,37.85422,-121.394,0.0
2022-02-01,37.90823,-121.0383,0.0
2022-02-01,37.90823,-121.0383,0.0
2022-02-02,37.01344,-121.1892,0.0
2022-02-02,37.01344,-121.1892,0.0
2022-02-02,37.18275,-121.9598,0.0
2022-02-02,37.18275,-121.9598,0.0
2022-02-02,37.23877,-121.6087,0.0
2022-02-02,37.23877,-121.6087,0.0
2022-02-02,37.29348,-121.2568,0.0
2022-02-02,37.29348,-121.2568,0.0
2022-02-02,37.51871,-121.6785,0.0
2022-02-02,37.51871,-121.6785,0.0
2022-02-02,37.57373,-121.3251,0.0
2022-02-02,37.57373,-121.3251,0.0
2022-02-02,37.79888,-121.749,0.0
2022-02-02,37.79888,-121.749,0.0
2022-02-02,37.85422,-121.394,0.0
2022-02-02,37.85422,-121.394,0.0
2022-02-02,37.90823,-121.0383,0.0
2022-02-02,37.90823,-121.0383,0.0
2022-02-03,37.01344,-121.1892,0.016521866
2022-02-03,37.01344,-121.1892,0.016521866
2022-02-03,37.18275,-121.9598,0.016521866
2022-02-03,37.18275,-121.9598,0.016521866
2022-02-03,37.23877,-121.6087,0.016521866
2022-02-03,37.23877,-121.6087,0.016521866
2022-02-03,37.29348,-121.2568,0.016521866
2022-02-03,37.29348,-121.2568,0.016521866
2022-02-03,37.51871,-121.6785,0.016521866
2022-02-03,37.51871,-121.6785,0.016521866
2022-02-03,37.57373,-121.3251,0.016521866
2022-02-03,37.57373,-121.3251,0.016521866
2022-02-03,37.79888,-121.749,0.016521866
2022-02-03,37.79888,-121.749,0.016521866
2022-02-03,37.85422,-121.394,0.0008968655
2022-02-03,37.85422,-121.394,0.0008968655
2022-02-03,37.90823,-121.0383,0.0008968655
2022-02-03,37.90823,-121.0383,0.0008968655
